,ZipCode,ZipName,State,County
7809,46142,Greenwood,IN,Pleasant Township
7810,46143,Greenwood,IN,Pleasant Township
7811,46148,Knightstown,IN,Wayne Township
7812,46151,Martinsville,IN,Washington Township
7813,46157,Monrovia,IN,Monroe Township
7814,46158,Mooresville,IN,Brown Township
7815,46160,Morgantown,IN,Jackson Township
7816,46163,New Palestine,IN,Sugar Creek Township
7817,46164,Nineveh,IN,Nineveh Township
7818,46167,Pittsboro,IN,Middle Township
7819,46168,Plainfield,IN,Guilford Township
7820,46173,Rushville,IN,Rushville Township
7821,46176,Shelbyville,IN,Addison Township
7822,46181,Trafalgar,IN,Hensley Township
7823,46184,Whiteland,IN,Pleasant Township
7824,46201,Indianapolis,IN,Marion County
7825,46202,Indianapolis,IN,Marion County
7826,46203,Indianapolis,IN,Marion County
7827,46204,Indianapolis,IN,Marion County
7828,46205,Indianapolis,IN,Marion County
7829,46208,Indianapolis,IN,Marion County
7830,46214,Indianapolis,IN,Marion County
7831,46217,Indianapolis,IN,Marion County
7832,46218,Indianapolis,IN,Marion County
7833,46219,Indianapolis,IN,Marion County
7834,46220,Indianapolis,IN,Marion County
7835,46221,Indianapolis,IN,Marion County
7836,46222,Indianapolis,IN,Marion County
7837,46224,Indianapolis,IN,Marion County
7838,46225,Indianapolis,IN,Marion County
7839,46226,Indianapolis,IN,Marion County
7840,46227,Indianapolis,IN,Marion County
7841,46228,Indianapolis,IN,Marion County
7842,46229,Indianapolis,IN,Marion County
7843,46231,Indianapolis,IN,Marion County
7844,46234,Indianapolis,IN,Marion County
7845,46235,Indianapolis,IN,Marion County
7846,46236,Indianapolis,IN,Marion County
7847,46237,Indianapolis,IN,Marion County
7848,46239,Indianapolis,IN,Marion County
7849,46240,Indianapolis,IN,Marion County
7850,46241,Indianapolis,IN,Marion County
7851,46250,Indianapolis,IN,Marion County
7852,46254,Indianapolis,IN,Marion County
7853,46256,Indianapolis,IN,Marion County
7854,46259,Indianapolis,IN,Marion County
7855,46260,Indianapolis,IN,Marion County
7856,46268,Indianapolis,IN,Marion County
7857,46278,Indianapolis,IN,Marion County
7858,46280,Indianapolis,IN,Marion County
7859,46303,Cedar Lake,IN,Lake County
7860,46304,Chesterton,IN,Westchester Township
7861,46307,Crown Point,IN,Center Township
7862,46310,Demotte,IN,Keener Township
7863,46311,Dyer,IN,St. John Township
7864,46312,East Chicago,IN,North Township
7865,46319,Griffith,IN,Calumet Township
7866,46320,Hammond,IN,North Township
7867,46321,Munster,IN,North Township
7868,46322,Highland,IN,North Township
7869,46323,Hammond,IN,North Township
7870,46324,Hammond,IN,North Township
7871,46327,Hammond,IN,North Township
7872,46341,Hebron,IN,Boone Township
7873,46342,Hobart,IN,Lake County
7874,46347,Kouts,IN,Pleasant Township
7875,46349,Lake Village,IN,Lake Township
7876,46350,La Porte,IN,LaPorte County
7877,46356,Lowell,IN,Cedar Creek Township
7878,46360,Michigan City,IN,Michigan
7879,46366,North Judson,IN,Wayne Township
7880,46368,Portage,IN,Portage Township
7881,46371,Rolling Prairie,IN,Kankakee Township
7882,46373,Saint John,IN,Lake County
7883,46375,Schererville,IN,St. John Township
7884,46383,Valparaiso,IN,Center Township
7885,46385,Valparaiso,IN,Center Township
7886,46391,Westville,IN,New Durham Township
7887,46392,Wheatfield,IN,Wheatfield Township
7888,46394,Whiting,IN,North Township
7889,46403,Gary,IN,Calumet Township
7890,46404,Gary,IN,Calumet Township
7891,46405,Lake Station,IN,Hobart Township
7892,46406,Gary,IN,Calumet Township
7893,46407,Gary,IN,Calumet Township
7894,46408,Gary,IN,Calumet Township
7895,46409,Gary,IN,Calumet Township
7896,46410,Merrillville,IN,Ross Township
7897,46501,Argos,IN,Marshall County
7898,46506,Bremen,IN,German Township
7899,46507,Bristol,IN,Washington Township
7900,46511,Culver,IN,Union Township
7901,46514,Elkhart,IN,Elkhart County
7902,46516,Elkhart,IN,Elkhart County
7903,46517,Elkhart,IN,Elkhart County
7904,46526,Goshen,IN,Elkhart Township
7905,46528,Goshen,IN,Elkhart Township
7906,46530,Granger,IN,St. Joseph County
7907,46534,Knox,IN,Center Township
7908,46538,Leesburg,IN,Plain Township
7909,46540,Middlebury,IN,Middlebury Township
7910,46544,Mishawaka,IN,Penn Township
7911,46545,Mishawaka,IN,Penn Township
7912,46552,New Carlisle,IN,Olive Township
7913,46555,North Webster,IN,Tippecanoe Township
7914,46561,Osceola,IN,Penn Township
7915,46562,Pierceton,IN,Washington Township
7916,46563,Plymouth,IN,Center Township
7917,46567,Syracuse,IN,Turkey Creek Township
7918,46574,Walkerton,IN,Lincoln Township
7919,46580,Warsaw,IN,Wayne Township
7920,46582,Warsaw,IN,Wayne Township
7921,46590,Winona Lake,IN,Wayne Township
7922,46613,South Bend,IN,St. Joseph County
7923,46614,South Bend,IN,St. Joseph County
7924,46615,South Bend,IN,St. Joseph County
7925,46616,South Bend,IN,St. Joseph County
7926,46617,South Bend,IN,St. Joseph County
7927,46619,South Bend,IN,St. Joseph County
7928,46628,South Bend,IN,St. Joseph County
7929,46635,South Bend,IN,St. Joseph County
7930,46637,South Bend,IN,St. Joseph County
7931,46701,Albion,IN,Albion Township
7932,46703,Angola,IN,Pleasant Township
7933,46706,Auburn,IN,Union Township
7934,46711,Berne,IN,Adams County
7935,46714,Bluffton,IN,Wells County
7936,46721,Butler,IN,Wilmington Township
7937,46723,Churubusco,IN,Smith Township
7938,46725,Columbia City,IN,Columbia Township
7939,46733,Decatur,IN,Washington Township
7940,46737,Fremont,IN,Fremont Township
7941,46738,Garrett,IN,Keyser Township
7942,46742,Hamilton,IN,Otsego Township
7943,46746,Howe,IN,Lima Township
7944,46747,Hudson,IN,Steuben County
7945,46748,Huntertown,IN,Perry Township
7946,46750,Huntington,IN,Huntington Township
7947,46755,Kendallville,IN,Wayne Township
7948,46761,Lagrange,IN,Bloomfield Township
7949,46765,Leo,IN,Cedar Creek Township
7950,46774,New Haven,IN,Adams Township
7951,46777,Ossian,IN,Jefferson Township
7952,46783,Roanoke,IN,Jackson Township
7953,46784,Rome City,IN,Orange Township
7954,46795,Wolcottville,IN,Noble County
7955,46803,Fort Wayne,IN,Allen County
7956,46804,Fort Wayne,IN,Allen County
7957,46805,Fort Wayne,IN,Allen County
7958,46806,Fort Wayne,IN,Allen County
7959,46807,Fort Wayne,IN,Allen County
7960,46808,Fort Wayne,IN,Allen County
7961,46809,Fort Wayne,IN,Allen County
7962,46814,Fort Wayne,IN,Allen County
7963,46815,Fort Wayne,IN,Allen County
7964,46816,Fort Wayne,IN,Allen County
7965,46818,Fort Wayne,IN,Allen County
7966,46819,Fort Wayne,IN,Allen County
7967,46825,Fort Wayne,IN,Allen County
7968,46835,Fort Wayne,IN,Allen County
7969,46845,Fort Wayne,IN,Allen County
7970,46901,Kokomo,IN,Center Township
7971,46902,Kokomo,IN,Center Township
7972,46923,Delphi,IN,Deer Creek Township
7973,46933,Gas City,IN,Mill Township
7974,46936,Greentown,IN,Liberty Township
7975,46947,Logansport,IN,Eel Township
7976,46952,Marion,IN,Grant County
7977,46953,Marion,IN,Grant County
7978,46962,North Manchester,IN,Chester Township
7979,46970,Peru,IN,Peru Township
7980,46975,Rochester,IN,Rochester Township
7981,46979,Russiaville,IN,Honey Creek Township
7982,46992,Wabash,IN,Noble Township
7983,46996,Winamac,IN,Monroe Township
7984,47001,Aurora,IN,Center Township
7985,47006,Batesville,IN,Ripley County
7986,47012,Brookville,IN,Brookville Township
7987,47018,Dillsboro,IN,Clay Township
7988,47025,Lawrenceburg,IN,Lawrenceburg Township
7989,47031,Milan,IN,Franklin Township
7990,47032,Moores Hill,IN,Sparta Township
7991,47040,Rising Sun,IN,Randolph Township
7992,47041,Sunman,IN,Adams Township
7993,47042,Versailles,IN,Johnson Township
7994,47043,Vevay,IN,Jefferson Township
7995,47060,West Harrison,IN,Harrison Township
7996,47106,Borden,IN,Wood Township
7997,47111,Charlestown,IN,Charlestown Township
7998,47112,Corydon,IN,Harrison Township
7999,47119,Floyds Knobs,IN,Lafayette Township
8000,47122,Georgetown,IN,Georgetown Township
8001,47124,Greenville,IN,Greenville Township
8002,47126,Henryville,IN,Monroe Township
8003,47129,Clarksville,IN,Jeffersonville Township
8004,47130,Jeffersonville,IN,Clark County
8005,47136,Lanesville,IN,Franklin Township
8006,47143,Memphis,IN,Union Township
8007,47150,New Albany,IN,New Albany Township
8008,47165,Pekin,IN,Washington County
8009,47167,Salem,IN,Washington Township
8010,47170,Scottsburg,IN,Vienna Township
8011,47172,Sellersburg,IN,Silver Creek Township
8012,47201,Columbus,IN,Columbus Township
8013,47203,Columbus,IN,Columbus Township
8014,47220,Brownstown,IN,Brownstown Township
8015,47229,Crothersville,IN,Vernon Township
8016,47240,Greensburg,IN,Washington Township
8017,47243,Hanover,IN,Hanover Township
8018,47246,Hope,IN,Haw Creek Township
8019,47250,Madison,IN,Madison Township
8020,47265,North Vernon,IN,Center Township
8021,47274,Seymour,IN,Jackson Township
8022,47302,Muncie,IN,Center Township
8023,47303,Muncie,IN,Center Township
8024,47304,Muncie,IN,Center Township
8025,47320,Albany,IN,Delaware County
8026,47330,Centerville,IN,Center Township
8027,47331,Connersville,IN,Fayette County
8028,47334,Daleville,IN,Salem Township
8029,47336,Dunkirk,IN,Richland Township
8030,47338,Eaton,IN,Union Township
8031,47348,Hartford City,IN,Licking Township
8032,47353,Liberty,IN,Center
8033,47356,Middletown,IN,Fall Creek Township
8034,47362,New Castle,IN,Henry Township
8035,47371,Portland,IN,Wayne Township
8036,47374,Richmond,IN,Wayne Township
8037,47390,Union City,IN,Wayne Township
8038,47394,Winchester,IN,White River Township
8039,47396,Yorktown,IN,Mount Pleasant
8040,47401,Bloomington,IN,Monroe County
8041,47403,Bloomington,IN,Monroe County
8042,47404,Bloomington,IN,Monroe County
8043,47408,Bloomington,IN,Monroe County
8044,47421,Bedford,IN,Shawswick Township
8045,47424,Bloomfield,IN,Richland Township
8046,47429,Ellettsville,IN,Richland Township
8047,47432,French Lick,IN,French Lick Township
8048,47433,Gosport,IN,Wayne Township
8049,47438,Jasonville,IN,Wright Township
8050,47441,Linton,IN,Stockton Township
8051,47446,Mitchell,IN,Marion Township
8052,47448,Nashville,IN,Washington Township
8053,47452,Orleans,IN,Orleans Township
8054,47454,Paoli,IN,Paoli Township
8055,47460,Spencer,IN,Washington Township
8056,47462,Springville,IN,Perry Township
8057,47468,Unionville,IN,Benton Township
8058,47501,Washington,IN,Washington Township
8059,47512,Bicknell,IN,Vigo Township
8060,47542,Huntingburg,IN,Patoka Township
8061,47546,Jasper,IN,Bainbridge Township
8062,47567,Petersburg,IN,Washington Township
8063,47579,Santa Claus,IN,Spencer County
8064,47586,Tell City,IN,Troy Township
8065,47591,Vincennes,IN,Vincennes Township
8066,47601,Boonville,IN,Boon Township
8067,47620,Mount Vernon,IN,Black Township
8068,47630,Newburgh,IN,Ohio Township
8069,47635,Rockport,IN,Ohio Township
8070,47670,Princeton,IN,Patoka Township
8071,47710,Evansville,IN,Vanderburgh County
8072,47711,Evansville,IN,Vanderburgh County
8073,47712,Evansville,IN,Vanderburgh County
8074,47713,Evansville,IN,Vanderburgh County
8075,47714,Evansville,IN,Vanderburgh County
8076,47715,Evansville,IN,Vanderburgh County
8077,47720,Evansville,IN,Vanderburgh County
8078,47725,Evansville,IN,Vanderburgh County
8079,47802,Terre Haute,IN,Vigo County
8080,47803,Terre Haute,IN,Vigo County
8081,47804,Terre Haute,IN,Vigo County
8082,47805,Terre Haute,IN,Vigo County
8083,47807,Terre Haute,IN,Vigo County
8084,47834,Brazil,IN,Brazil Township
8085,47842,Clinton,IN,Clinton Township
8086,47868,Poland,IN,Cass Township
8087,47872,Rockville,IN,Adams Township
8088,47882,Sullivan,IN,Hamilton Township
8089,47885,West Terre Haute,IN,Sugar Creek Township
8090,47904,Lafayette,IN,Tippecanoe County
8091,47905,Lafayette,IN,Tippecanoe County
8092,47906,West Lafayette,IN,Wabash Township
8093,47909,Lafayette,IN,Tippecanoe County
8094,47918,Attica,IN,Logan Township
8095,47933,Crawfordsville,IN,Union Township
8096,47951,Kentland,IN,Jefferson Township
8097,47959,Monon,IN,Monon Township
8098,47960,Monticello,IN,Union Township
8099,47978,Rensselaer,IN,Marion Township
8100,48001,Algonac,MI,St. Clair County
8101,48003,Almont,MI,Almont Township
8102,48005,Armada,MI,Armada Township
8103,48006,Avoca,MI,Kenockee Township
8104,48009,Birmingham,MI,Southfield Township
8105,48014,Capac,MI,Mussey Township
8106,48015,Center Line,MI,Macomb County
8107,48017,Clawson,MI,Oakland County
8108,48021,Eastpointe,MI,Macomb County
8109,48022,Emmett,MI,Emmett Township
8110,48023,Fair Haven,MI,Ira Township
8111,48025,Franklin,MI,Southfield Township
8112,48026,Fraser,MI,Macomb County
8113,48027,Goodells,MI,Wales Township
8114,48028,Harsens Island,MI,Clay Township
8115,48030,Hazel Park,MI,Oakland County
8116,48032,Jeddo,MI,Grant Township
8117,48033,Southfield,MI,Oakland County
8118,48034,Southfield,MI,Oakland County
8119,48035,Clinton Township,MI,Macomb Township
8120,48036,Clinton Township,MI,Macomb Township
8121,48038,Clinton Township,MI,Macomb Township
8122,48039,Marine City,MI,St. Clair County
8123,48040,Marysville,MI,St. Clair County
8124,48041,Memphis,MI,Macomb County
8125,48042,Macomb,MI,Macomb County
8126,48043,Mount Clemens,MI,Macomb County
8127,48044,Macomb,MI,Macomb County
8128,48045,Harrison Township,MI,Chesterfield Township
8129,48047,New Baltimore,MI,Macomb County
8130,48048,New Haven,MI,Lenox Township
8131,48049,North Street,MI,Clyde Township
8132,48051,New Baltimore,MI,Macomb County
8133,48054,East China,MI,St. Clair Township
8134,48059,Fort Gratiot,MI,St. Clair County
8135,48060,Port Huron,MI,St. Clair County
8136,48062,Richmond,MI,Macomb County
8137,48065,Romeo,MI,Macomb County
8138,48066,Roseville,MI,Macomb County
8139,48067,Royal Oak,MI,Oakland County
8140,48070,Huntington Woods,MI,Oakland County
8141,48071,Madison Heights,MI,Oakland County
8142,48072,Berkley,MI,Oakland County
8143,48073,Royal Oak,MI,Oakland County
8144,48074,Smiths Creek,MI,Kimball Township
8145,48075,Southfield,MI,Oakland County
8146,48076,Southfield,MI,Oakland County
8147,48079,Saint Clair,MI,St. Clair County
8148,48080,Saint Clair Shores,MI,Macomb County
8149,48081,Saint Clair Shores,MI,Macomb County
8150,48082,Saint Clair Shores,MI,Macomb County
8151,48083,Troy,MI,Oakland County
8152,48084,Troy,MI,Oakland County
8153,48085,Troy,MI,Oakland County
8154,48088,Warren,MI,Macomb County
8155,48089,Warren,MI,Macomb County
8156,48091,Warren,MI,Macomb County
8157,48092,Warren,MI,Macomb County
8158,48093,Warren,MI,Macomb County
8159,48094,Washington,MI,Macomb County
8160,48095,Washington,MI,Macomb County
8161,48097,Yale,MI,Brockway Township
8162,48098,Troy,MI,Oakland County
8163,48101,Allen Park,MI,Wayne County
8164,48103,Ann Arbor,MI,Washtenaw County
8165,48104,Ann Arbor,MI,Washtenaw County
8166,48105,Ann Arbor,MI,Washtenaw County
8167,48108,Ann Arbor,MI,Washtenaw County
8168,48111,Belleville,MI,Wayne County
8169,48114,Brighton,MI,Livingston County
8170,48116,Brighton,MI,Livingston County
8171,48117,Carleton,MI,Ash Township
8172,48118,Chelsea,MI,Washtenaw County
8173,48122,Melvindale,MI,Wayne County
8174,48124,Dearborn,MI,Wayne County
8175,48125,Dearborn Heights,MI,Wayne County
8176,48126,Dearborn,MI,Wayne County
8177,48127,Dearborn Heights,MI,Wayne County
8178,48128,Dearborn,MI,Wayne County
8179,48130,Dexter,MI,Scio Township
8180,48131,Dundee,MI,Dundee Township
8181,48133,Erie,MI,Erie Township
8182,48134,Flat Rock,MI,Wayne County
8183,48135,Garden City,MI,Wayne County
8184,48137,Gregory,MI,Unadilla Township
8185,48138,Grosse Ile,MI,Wayne County
8186,48141,Inkster,MI,Wayne County
8187,48144,Lambertville,MI,Bedford Township
8188,48145,La Salle,MI,La Salle Township
8189,48146,Lincoln Park,MI,Wayne County
8190,48150,Livonia,MI,Wayne County
8191,48152,Livonia,MI,Wayne County
8192,48154,Livonia,MI,Wayne County
8193,48158,Manchester,MI,Manchester Township
8194,48160,Milan,MI,Milan Township
8195,48161,Monroe,MI,Monroe County
8196,48162,Monroe,MI,Monroe County
8197,48164,New Boston,MI,Huron Charter Township
8198,48165,New Hudson,MI,Lyon Charter Township
8199,48166,Newport,MI,South Rockwood
8200,48167,Northville,MI,Wayne County
8201,48168,Northville,MI,Wayne County
8202,48169,Pinckney,MI,Putnam Township
8203,48170,Plymouth,MI,Wayne County
8204,48173,Rockwood,MI,Wayne County
8205,48174,Romulus,MI,Sumpter Township
8206,48176,Saline,MI,Washtenaw County
8207,48178,South Lyon,MI,Green Oak Township
8208,48180,Taylor,MI,Wayne County
8209,48182,Temperance,MI,Bedford Township
8210,48183,Trenton,MI,Wayne County
8211,48184,Wayne,MI,Wayne County
8212,48185,Westland,MI,Wayne County
8213,48186,Westland,MI,Wayne County
8214,48187,Canton,MI,Wayne County
8215,48188,Canton,MI,Wayne County
8216,48189,Whitmore Lake,MI,Livingston County
8217,48192,Wyandotte,MI,Wayne County
8218,48193,Riverview,MI,Wayne County
8219,48195,Southgate,MI,Wayne County
8220,48197,Ypsilanti,MI,Washtenaw County
8221,48198,Ypsilanti,MI,Washtenaw County
8222,48202,Detroit,MI,Wayne County
8223,48203,Highland Park,MI,Wayne County
8224,48204,Detroit,MI,Wayne County
8225,48205,Detroit,MI,Wayne County
8226,48206,Detroit,MI,Wayne County
8227,48207,Detroit,MI,Wayne County
8228,48212,Hamtramck,MI,Wayne County
8229,48213,Detroit,MI,Wayne County
8230,48214,Detroit,MI,Wayne County
8231,48217,Detroit,MI,Wayne County
8232,48219,Detroit,MI,Wayne County
8233,48220,Ferndale,MI,Oakland County
8234,48221,Detroit,MI,Wayne County
8235,48223,Detroit,MI,Wayne County
8236,48224,Detroit,MI,Wayne County
8237,48225,Harper Woods,MI,Wayne County
8238,48227,Detroit,MI,Wayne County
8239,48228,Detroit,MI,Wayne County
8240,48229,Ecorse,MI,Wayne County
8241,48230,Grosse Pointe,MI,Wayne County
8242,48234,Detroit,MI,Wayne County
8243,48235,Detroit,MI,Wayne County
8244,48236,Grosse Pointe,MI,Wayne County
8245,48237,Oak Park,MI,Oakland County
8246,48238,Detroit,MI,Wayne County
8247,48239,Redford,MI,Wayne County
8248,48240,Redford,MI,Wayne County
8249,48301,Bloomfield Hills,MI,Oakland County
8250,48302,Bloomfield Hills,MI,Oakland County
8251,48304,Bloomfield Hills,MI,Oakland County
8252,48306,Rochester,MI,Oakland County
8253,48307,Rochester,MI,Oakland County
8254,48309,Rochester,MI,Oakland County
8255,48310,Sterling Heights,MI,Macomb County
8256,48312,Sterling Heights,MI,Macomb County
8257,48313,Sterling Heights,MI,Macomb County
8258,48314,Sterling Heights,MI,Macomb County
8259,48315,Utica,MI,Macomb County
8260,48316,Utica,MI,Macomb County
8261,48317,Utica,MI,Macomb County
8262,48320,Keego Harbor,MI,Oakland County
8263,48322,West Bloomfield,MI,Oakland County
8264,48323,West Bloomfield,MI,Oakland County
8265,48324,West Bloomfield,MI,Oakland County
8266,48326,Auburn Hills,MI,Oakland County
8267,48327,Waterford,MI,Oakland County
8268,48328,Waterford,MI,Oakland County
8269,48329,Waterford,MI,Oakland County
8270,48331,Farmington,MI,Oakland County
8271,48334,Farmington,MI,Oakland County
8272,48335,Farmington,MI,Oakland County
8273,48336,Farmington,MI,Oakland County
8274,48340,Pontiac,MI,Oakland County
8275,48341,Pontiac,MI,Oakland County
8276,48342,Pontiac,MI,Oakland County
8277,48346,Clarkston,MI,Oakland County
8278,48348,Clarkston,MI,Oakland County
8279,48350,Davisburg,MI,Oakland County
8280,48353,Hartland,MI,Livingston County
8281,48356,Highland,MI,Oakland County
8282,48357,Highland,MI,Oakland County
8283,48359,Lake Orion,MI,Orion charter Township
8284,48360,Lake Orion,MI,Orion charter Township
8285,48362,Lake Orion,MI,Orion charter Township
8286,48363,Oakland,MI,Michigan
8287,48367,Leonard,MI,Addison Township
8288,48370,Oxford,MI,Oxford Charter Township
8289,48371,Oxford,MI,Oxford Charter Township
8290,48374,Novi,MI,Oakland County
8291,48375,Novi,MI,Oakland County
8292,48377,Novi,MI,Oakland County
8293,48380,Milford,MI,Milford Charter Township
8294,48381,Milford,MI,Milford Charter Township
8295,48382,Commerce Township,MI,Oakland County
8296,48383,White Lake,MI,Oakland County
8297,48386,White Lake,MI,Oakland County
8298,48390,Walled Lake,MI,Oakland County
8299,48393,Wixom,MI,Oakland County
8300,48401,Applegate,MI,Washington Township
8301,48412,Attica,MI,Lapeer County
8302,48413,Bad Axe,MI,Huron County
8303,48415,Birch Run,MI,Birch Run Township
8304,48416,Brown City,MI,Sanilac County
8305,48418,Byron,MI,Burns Township
8306,48419,Carsonville,MI,Sanilac County
8307,48420,Clio,MI,Genesee County
8308,48421,Columbiaville,MI,Marathon Township
8309,48422,Croswell,MI,Sanilac County
8310,48423,Davison,MI,Genesee County
8311,48427,Deckerville,MI,Marion Township
8312,48428,Dryden,MI,Dryden Township
8313,48429,Durand,MI,Vernon Township
8314,48430,Fenton,MI,Genesee County
8315,48433,Flushing,MI,Genesee County
8316,48438,Goodrich,MI,Atlas Township
8317,48439,Grand Blanc,MI,Genesee County
8318,48441,Harbor Beach,MI,Huron County
8319,48442,Holly,MI,Holly Township
8320,48444,Imlay City,MI,Imlay Township
8321,48446,Lapeer,MI,Lapeer County
8322,48450,Lexington,MI,Lexington Township
8323,48451,Linden,MI,Genesee County
8324,48453,Marlette,MI,Sanilac County
8325,48455,Metamora,MI,Metamora Township
8326,48457,Montrose,MI,Genesee County
8327,48458,Mount Morris,MI,Thetford Township
8328,48461,North Branch,MI,North Branch Township
8329,48462,Ortonville,MI,Brandon Township
8330,48464,Otter Lake,MI,Lapeer County
8331,48467,Port Austin,MI,Port Austin Township
8332,48468,Port Hope,MI,Rubicon Township
8333,48469,Port Sanilac,MI,Sanilac Township
8334,48471,Sandusky,MI,Sanilac County
8335,48473,Swartz Creek,MI,Genesee County
8336,48503,Flint,MI,Genesee County
8337,48504,Flint,MI,Genesee County
8338,48505,Flint,MI,Genesee County
8339,48506,Flint,MI,Genesee County
8340,48507,Flint,MI,Genesee County
8341,48509,Burton,MI,Genesee County
8342,48519,Burton,MI,Genesee County
8343,48529,Burton,MI,Genesee County
8344,48532,Flint,MI,Genesee County
8345,48601,Saginaw,MI,Saginaw County
8346,48602,Saginaw,MI,Saginaw County
8347,48603,Saginaw,MI,Saginaw County
8348,48604,Saginaw,MI,Saginaw County
8349,48609,Saginaw,MI,Saginaw County
8350,48610,Alger,MI,Moffatt Township
8351,48611,Auburn,MI,Bay County
8352,48612,Beaverton,MI,Gladwin County
8353,48616,Chesaning,MI,Chesaning Township
8354,48617,Clare,MI,Clare County
8355,48618,Coleman,MI,Midland County
8356,48619,Comins,MI,Oscoda County
8357,48622,Farwell,MI,Surrey Township
8358,48623,Freeland,MI,Saginaw County
8359,48624,Gladwin,MI,Gladwin County
8360,48625,Harrison,MI,Hayes Township
8361,48626,Hemlock,MI,Richland Township
8362,48629,Houghton Lake,MI,Roscommon County
8363,48632,Lake,MI,Garfield Township
8364,48634,Linwood,MI,Fraser Township
8365,48635,Lupton,MI,Rose Township
8366,48636,Luzerne,MI,Big Creek Township
8367,48637,Merrill,MI,Jonesfield Township
8368,48638,Saginaw,MI,Saginaw County
8369,48640,Midland,MI,Midland County
8370,48642,Midland,MI,Midland County
8371,48647,Mio,MI,Oscoda County
8372,48650,Pinconning,MI,Pinconning Township
8373,48651,Prudenville,MI,Houghton Lake
8374,48653,Roscommon,MI,Higgins Township
8375,48654,Rose City,MI,Ogemaw County
8376,48655,Saint Charles,MI,St. Charles Township
8377,48656,Saint Helen,MI,Richfield Township
8378,48657,Sanford,MI,Jerome Township
8379,48658,Standish,MI,Arenac County
8380,48659,Sterling,MI,Deep River Township
8381,48661,West Branch,MI,Ogemaw County
8382,48703,Au Gres,MI,Arenac County
8383,48705,Barton City,MI,Alcona County
8384,48706,Bay City,MI,Frankenlust Township
8385,48708,Bay City,MI,Frankenlust Township
8386,48722,Bridgeport,MI,Saginaw County
8387,48723,Caro,MI,Indianfields Township
8388,48725,Caseville,MI,Caseville Township
8389,48726,Cass City,MI,Elkland Township
8390,48728,Curran,MI,Mitchell Township
8391,48730,East Tawas,MI,Baldwin Township
8392,48732,Essexville,MI,Bay County
8393,48734,Frankenmuth,MI,Frankenmuth Township
8394,48737,Glennie,MI,Curtis Township
8395,48738,Greenbush,MI,Alcona County
8396,48739,Hale,MI,Plainfield Township
8397,48740,Harrisville,MI,Harrisville Township
8398,48742,Lincoln,MI,Alcona County
8399,48744,Mayville,MI,Fremont Township
8400,48746,Millington,MI,Millington Township
8401,48748,National City,MI,Sherman Township
8402,48750,Oscoda,MI,Iosco County
8403,48755,Pigeon,MI,Winsor Township
8404,48756,Prescott,MI,Richland Township
8405,48757,Reese,MI,Denmark Township
8406,48759,Sebewaing,MI,Sebewaing Township
8407,48761,South Branch,MI,Goodar Township
8408,48762,Spruce,MI,Caledonia Township
8409,48763,Tawas City,MI,Iosco County
8410,48766,Twining,MI,Arenac County
8411,48768,Vassar,MI,Tuscola County
8412,48801,Alma,MI,Gratiot County
8413,48808,Bath,MI,Clinton County
8414,48809,Belding,MI,Ionia County
8415,48813,Charlotte,MI,Eaton County
8416,48817,Corunna,MI,Shiawassee County
8417,48818,Crystal,MI,Montcalm County
8418,48820,Dewitt,MI,DeWitt Township
8419,48821,Dimondale,MI,Windsor charter Township
8420,48823,East Lansing,MI,Ingham County
8421,48827,Eaton Rapids,MI,Eaton County
8422,48829,Edmore,MI,Home Township
8423,48836,Fowlerville,MI,Handy Township
8424,48837,Grand Ledge,MI,Eagle Township
8425,48838,Greenville,MI,Eureka Township
8426,48840,Haslett,MI,Meridian charter Township
8427,48842,Holt,MI,Delhi charter Township
8428,48843,Howell,MI,Livingston County
8429,48846,Ionia,MI,Ionia County
8430,48847,Ithaca,MI,Gratiot County
8431,48848,Laingsburg,MI,Shiawassee County
8432,48849,Lake Odessa,MI,Odessa Township
8433,48850,Lakeview,MI,Cato Township
8434,48854,Mason,MI,Ingham County
8435,48855,Howell,MI,Livingston County
8436,48858,Mount Pleasant,MI,Isabella County
8437,48864,Okemos,MI,Meridian charter Township
8438,48866,Ovid,MI,Ovid Township
8439,48867,Owosso,MI,Shiawassee County
8440,48871,Perrinton,MI,Fulton Township
8441,48872,Perry,MI,Perry Township
8442,48875,Portland,MI,Ionia County
8443,48876,Potterville,MI,Benton Township
8444,48879,Saint Johns,MI,Bingham Township
8445,48880,Saint Louis,MI,Gratiot County
8446,48883,Shepherd,MI,Coe Township
8447,48886,Six Lakes,MI,Belvidere Township
8448,48888,Stanton,MI,Montcalm County
8449,48891,Vestaburg,MI,Richland Township
8450,48893,Weidman,MI,Isabella County
8451,48895,Williamston,MI,Ingham County
8452,48906,Lansing,MI,Lansing Charter Township
8453,48910,Lansing,MI,Lansing Charter Township
8454,48911,Lansing,MI,Lansing Charter Township
8455,48912,Lansing,MI,Lansing Charter Township
8456,48915,Lansing,MI,Lansing Charter Township
8457,48917,Lansing,MI,Lansing Charter Township
8458,49001,Kalamazoo,MI,Kalamazoo County
8459,49002,Portage,MI,Kalamazoo County
8460,49004,Kalamazoo,MI,Kalamazoo County
8461,49006,Kalamazoo,MI,Kalamazoo County
8462,49007,Kalamazoo,MI,Kalamazoo County
8463,49008,Kalamazoo,MI,Kalamazoo County
8464,49009,Kalamazoo,MI,Kalamazoo County
8465,49010,Allegan,MI,Allegan County
8466,49012,Augusta,MI,Ross Township
